,semivariance,n_pairs,lag_bin,azimuth
121,1.1414980058327984,838,431.9411764705883,90
122,1.1431314872775356,884,451.5294117647059,90
123,1.1721634824238758,776,471.11764705882354,90
124,1.1454672472459975,829,490.7058823529412,90
125,1.225819850543765,831,510.29411764705884,90
126,1.2432844289040847,822,529.8823529411765,90
127,1.3100722378359917,725,549.4705882352941,90
128,1.243535130359263,764,569.0588235294118,90
129,1.2473480000016668,809,588.6470588235295,90
130,1.213108681628659,742,608.2352941176471,90
131,1.232931939227405,719,627.8235294117648,90
132,1.3015518537882598,696,647.4117647058824,90
133,1.3288080281094865,697,667.0,90
134,1.2646768301414315,667,686.5882352941177,90
135,1.2367216256864522,707,706.1764705882354,90
136,1.2243825478417807,612,725.764705882353,90
137,1.1533439163887103,509,745.3529411764706,90
138,1.1136888873193587,568,764.9411764705883,90
139,1.1934663078569778,500,784.529411764706,90
140,1.048841662250421,477,804.1176470588235,90
141,0.9695435385714836,431,823.7058823529412,90
142,0.9586592559366005,364,843.2941176470589,90
143,1.1218437610551428,329,862.8823529411766,90
144,0.8728368516327751,296,882.4705882352941,90
145,0.8958904067072055,249,902.0588235294118,90
146,0.912135978431984,206,921.6470588235295,90
147,0.9914252156200728,204,941.2352941176471,90
148,0.8010641705459149,155,960.8235294117648,90
149,0.7202868119058586,105,980.4117647058824,90
150,0.1282008380311839,152,20.58823529411765,135
151,0.1953316693090061,247,40.1764705882353,135
152,0.23867363179146908,381,59.76470588235294,135
153,0.24384754025958566,509,79.3529411764706,135
154,0.3054782869624622,704,98.94117647058825,135
155,0.4008525984801493,681,118.52941176470588,135
156,0.4484187232649986,809,138.11764705882354,135
157,0.4704931718694061,831,157.7058823529412,135
158,0.5720790200315552,1016,177.29411764705884,135
159,0.6153900078921984,1126,196.8823529411765,135
160,0.6548707532911741,1083,216.47058823529414,135
161,0.6701051515017918,1067,236.05882352941177,135
162,0.7138966929786791,1097,255.64705882352942,135
163,0.8561665868503001,1037,275.2352941176471,135
164,0.9079945216939217,959,294.82352941176475,135
165,0.9767738529972025,971,314.4117647058824,135
166,0.9790341308908469,834,334.0,135
167,1.1132124925972626,949,353.5882352941177,135
168,1.0970848006060678,861,373.1764705882353,135
169,1.2152124315012456,824,392.764705882353,135
170,1.2395567054777332,970,412.3529411764706,135
171,1.107506674155109,844,431.9411764705883,135
172,1.1623580017808324,871,451.5294117647059,135
173,1.275632602925241,844,471.11764705882354,135
174,1.1963706951928865,853,490.7058823529412,135
175,1.2266275258874673,876,510.29411764705884,135
176,1.2023584772381257,855,529.8823529411765,135
177,1.2514982802054293,749,549.4705882352941,135
178,1.1936704822120434,829,569.0588235294118,135
179,1.1831669329127437,876,588.6470588235295,135
180,1.186093513182341,806,608.2352941176471,135
181,1.2143202011657894,758,627.8235294117648,135
182,1.2762232829864701,797,647.4117647058824,135
183,1.2921956608771359,787,667.0,135
184,1.253604878290697,714,686.5882352941177,135
185,1.1664982082659565,802,706.1764705882354,135
186,1.1863394227793849,711,725.764705882353,135
187,1.104360049191415,576,745.3529411764706,135
188,1.1424188971311584,621,764.9411764705883,135
189,1.0824139882479822,587,784.529411764706,135
190,1.025034126147333,531,804.1176470588235,135
191,0.9139989170765597,500,823.7058823529412,135
192,0.859611690524818,456,843.2941176470589,135
193,0.964754112411195,438,862.8823529411766,135
194,0.8212311730148852,374,882.4705882352941,135
195,0.8584863625116228,324,902.0588235294118,135
196,0.8211624337972836,315,921.6470588235295,135
197,0.9458927817248469,274,941.2352941176471,135
198,0.7586117747585246,230,960.8235294117648,135
199,0.6158095998021208,169,980.4117647058824,135
200,0.11921924114578981,159,20.58823529411765,180
201,0.1985275063100465,223,40.1764705882353,180
202,0.25345745113387613,380,59.76470588235294,180
203,0.2621733466330942,492,79.3529411764706,180
204,0.3250010696447375,697,98.94117647058825,180
205,0.39538873750881465,678,118.52941176470588,180
206,0.4661003551128915,779,138.11764705882354,180
207,0.46765949062756657,824,157.7058823529412,180
208,0.5883194335647736,1005,177.29411764705884,180
209,0.6322590038376106,1114,196.8823529411765,180
210,0.6976083429994944,1058,216.47058823529414,180
211,0.7122216276210678,1076,236.05882352941177,180
212,0.7293697068775115,1114,255.64705882352942,180
213,0.8517619210791632,1042,275.2352941176471,180
214,0.9061784951646897,965,294.82352941176475,180
215,0.9641710527450791,938,314.4117647058824,180
216,0.9640515612453116,889,334.0,180
217,1.1175453116065093,907,353.5882352941177,180
218,1.1302194298204449,887,373.1764705882353,180
219,1.2424621919393537,873,392.764705882353,180
220,1.2563581237652366,969,412.3529411764706,180
221,1.1427629299189344,841,431.9411764705883,180
222,1.3029913887642939,877,451.5294117647059,180
223,1.354138078988462,862,471.11764705882354,180
224,1.322553466724372,856,490.7058823529412,180
225,1.2743467703495812,888,510.29411764705884,180
226,1.317372182891762,880,529.8823529411765,180
227,1.4903446409257133,796,549.4705882352941,180
228,1.292610088875492,874,569.0588235294118,180
229,1.359788171305192,899,588.6470588235295,180
230,1.3372093635509978,833,608.2352941176471,180
231,1.2977214875078964,841,627.8235294117648,180
232,1.2926490271058695,844,647.4117647058824,180
233,1.2996009542164304,828,667.0,180
234,1.343223339788911,761,686.5882352941177,180
235,1.2365222301995458,856,706.1764705882354,180
236,1.163772054050957,751,725.764705882353,180
237,1.0893775164082218,644,745.3529411764706,180
238,1.116730043607719,677,764.9411764705883,180
239,0.9553166029177125,627,784.529411764706,180
240,0.9820155667260381,565,804.1176470588235,180
241,0.8032863848790148,536,823.7058823529412,180
242,0.7496752041402837,489,843.2941176470589,180
243,0.7875007569564234,468,862.8823529411766,180
244,0.7485734940407148,399,882.4705882352941,180
245,0.7274478063406176,342,902.0588235294118,180
246,0.7331165318957044,329,921.6470588235295,180
247,0.7380756056713863,267,941.2352941176471,180
248,0.5999940526306563,232,960.8235294117648,180
249,0.498382411098201,157,980.4117647058824,180
